,backnumber,player_id,team_id,position,birthday,profile,school
14,17,박해민,LG,외야수,2/24/1990,"180cm, 75kg",영중초-양천중-신일고-한양대-삼성
15,25,배재준,LG,투수,11/24/1994,"188cm, 85kg",본리초-경상중-대구상원고
16,114,백선기,LG,투수,8/27/1998,"186cm, 70kg",남도초-경상중-대구상원고-KT
17,61,백승현,LG,투수,5/26/1995,"183cm, 90kg",소래초-상인천중-인천고
18,60,서영준,LG,외야수,3/18/2006,"186cm, 90kg",화정초-진흥중-전주고
19,34,성동현,LG,투수,5/18/1999,"189cm, 108kg",백마초-홍은중-장충고
0,118,성준서,LG,투수,4/9/2006,"190cm, 96kg",빛가온초(광명시리틀)-평촌중-경기항공고
1,113,손용준,LG,내야수,2/15/2000,"178cm, 85kg",김해화정초(김해시리틀)-내동중-김해고-동원과학기술대
2,29,손주영,LG,투수,12/2/1998,"191cm, 95kg",울산대현초-개성중-경남고
3,13,송승기,LG,투수,4/10/2002,"180cm, 90kg",삼일초-매향중-야탑고-LG-상무
4,14,송찬의,LG,외야수,2/20/1999,"182cm, 77kg",화곡초-선린중-선린인터넷고
5,4,신민재,LG,내야수,1/21/1996,"171cm, 67kg",서흥초-동인천중-인천고
6,108,심규빈,LG,외야수,3/27/2001,"181cm, 81kg",잠전초(동대문구리틀)-언북중-서울고-성균관대
7,28,심창민,LG,투수,2/1/1993,"185cm, 86kg",동삼초-경남중-경남고-삼성-상무-삼성-NC
8,109,안시후,LG,투수,5/2/2006,"190cm, 84kg",신곡초-안산중앙중-부천고
9,15,안익훈,LG,외야수,2/12/1996,"176cm, 76kg",대전신흥초-충남중-대전고
10,30,에르난데스,LG,투수,5/3/1995,"185cm, 97kg",베네수엘라 U.E.N Monsenor Perez Leon(고)
11,23,오스틴,LG,내야수,10/14/1993,"183cm, 97kg",미국 Klein Collins(고)
12,10,오지환,LG,내야수,3/12/1990,"185cm, 80kg",군산초-자양중-경기고
13,20,우강훈,LG,투수,10/3/2002,"183cm, 88kg",희망대초-매송중-야탑고-롯데
14,110,우정안,LG,내야수,1/3/2006,"181cm, 79kg",의왕부곡초-이수중-덕수고
15,54,유영찬,LG,투수,3/7/1997,"185cm, 90kg",덕성초(안산리틀)-배명중-배명고-건국대
16,105,이믿음,LG,투수,7/18/2000,"188cm, 80kg",노암초-경포중-강릉고-강릉영동대
17,7,이영빈,LG,내야수,6/17/2002,"181cm, 85kg",대전동산초(대전중구리틀)-충남중-세광고-LG-상무
18,21,이우찬,LG,투수,8/4/1992,"185cm, 97kg",온양온천초-온양중-북일고-LG-경찰
19,40,이종준,LG,투수,3/9/2001,"191cm, 93kg",군산중앙초-군산남중-군산상고
0,26,이주헌,LG,포수,3/4/2003,"185cm, 92kg",서울이수초-성남중-성남고
1,32,이지강,LG,투수,7/2/1999,"183cm, 85kg",수원선일초-수원북중-소래고
2,65,이태훈,LG,내야수,8/21/2006,"183cm, 83kg",가동초-덕수중-경동고
3,0,이한림,LG,포수,11/18/2006,"182cm, 92kg",해남동초(해남군리틀)-화순중-전주고
4,59,임준형,LG,투수,11/16/2000,"180cm, 87kg",광주서석초-진흥중-진흥고-LG-상무
5,1,임찬규,LG,투수,11/20/1992,"185cm, 80kg",가동초-청원중-휘문고-LG-경찰
6,50,장현식,LG,투수,2/24/1995,"181cm, 91kg",신도초-서울이수중-서울고-NC-경찰-NC-KIA
7,128,전경원,LG,포수,3/18/1999,"184cm, 95kg",연현초-성남중-성남고-SK-상무-SSG
8,111,전준호,LG,투수,7/1/1998,"181cm, 80kg",양도초-강남중-청원고
9,18,정우영,LG,투수,8/19/1999,"193cm, 99kg",가평초-강남중-서울고
10,49,정지헌,LG,투수,1/1/2003,"180cm, 85kg",동수원초(수원영통리틀)-매향중-유신고-고려대(얼리 드래프트)
11,101,조건희,LG,투수,3/26/2002,"184cm, 84kg",계상초(노원구리틀)-상명중-서울고
12,48,진우영,LG,투수,2/5/2001,"188cm, 97kg",성동초-글로벌선진학교
13,62,최승민,LG,외야수,7/1/1996,"181cm, 73kg",서울학동초-대치중-신일고-상무-NC
14,112,최용하,LG,투수,11/29/2002,"183cm, 84kg",응암초(서대문구리틀)-동도중-서울디자인고
15,3,최원영,LG,외야수,7/18/2003,"174cm, 76kg",부산수영초-사직중-부산고
16,56,최채흥,LG,투수,1/22/1995,"186cm, 97kg",동천초-포항중-대구상원고-한양대-삼성-상무-삼성
17,63,추세현,LG,투수,4/19/2006,"187cm, 90kg",성신초(중구리틀)-청량중-경기상고
18,46,치리노스,LG,투수,12/26/1993,"188cm, 102kg",베네수엘라 U.E.N heroes nigales(고)
19,119,하영진,LG,투수,2/28/2001,"182cm, 80kg",안산상록초-원주중-원주고
0,11,함덕주,LG,투수,1/13/1995,"181cm, 78kg",일산초-원주중-원주고-두산
1,24,함창건,LG,외야수,8/18/2001,"176cm, 83kg",백운초-충암중-충암고
2,43,허용주,LG,투수,6/5/2003,"194cm, 88kg",사파초-마산동중-용마고
3,58,허준혁,LG,투수,7/2/1999,"178cm, 85kg",가평초(가평군리틀)-영동중-경기고-한일장신대-LG-상무
4,51,홍창기,LG,외야수,11/21/1993,"189cm, 94kg",대일초-매송중-안산공고-건국대-LG-경찰
0,104,강동형,두산,외야수,12/7/1999,"186cm, 86kg",용인초(구리리틀)-마산중-배명고-경성대
1,23,강승호,두산,내야수,2/9/1994,"178cm, 88kg",순천북초-천안북중-북일고-LG-경찰-LG-SK
2,60,강현구,두산,외야수,6/16/2002,"186cm, 98kg",서울도림초(인천남동구리틀)-동산중-인천고
3,47,곽빈,두산,투수,5/28/1999,"187cm, 95kg",서울학동초-자양중-배명고
4,18,권휘,두산,투수,12/7/2000,"181cm, 87kg",대림초-강남중-덕수고
5,45,김기연,두산,포수,9/7/1997,"178cm, 106kg",광주수창초-진흥중-진흥고-LG
6,27,김대한,두산,외야수,12/6/2000,"185cm, 83kg",숭인초(강북구리틀)-덕수중-휘문고
7,66,김도윤,두산,투수,6/28/2002,"181cm, 83kg",신도초(계룡시리틀)-현도중-청주고
8,48,김동준,두산,내야수,9/4/2002,"193cm, 100kg",군산신풍초-군산중-군산상고
9,46,김명신,두산,투수,11/29/1993,"178cm, 90kg",남도초-대구중-경북고-경성대
10,64,김무빈,두산,투수,4/11/2005,"181cm, 85kg",역삼초-대치중-신일고
11,19,김민규,두산,투수,5/7/1999,"183cm, 90kg",장평초(광진구리틀)-잠신중-휘문고-두산-상무
12,2,김민석,두산,외야수,5/9/2004,"185cm, 83kg",신도초-휘문중-휘문고-롯데
13,10,김민혁,두산,내야수,5/3/1996,"188cm, 100kg",광주대성초-광주동성중-광주동성고
14,124,김민호,두산,내야수,2/8/2002,"180cm, 76kg",화곡초-선린중-성남고-한양대
15,116,김성재,두산,포수,5/16/2006,"182cm, 98kg",온곡초(남양주야놀유소년)-청원중-선린인터넷고
16,20,김유성,두산,투수,1/1/2002,"190cm, 98kg",김해삼성초-내동중-김해고-고려대(얼리 드래프트)
17,33,김인태,두산,외야수,7/3/1994,"178cm, 78kg",포항제철서초-천안북중-북일고-두산-경찰
18,32,김재환,두산,외야수,9/22/1988,"183cm, 90kg",영랑초-상인천중-인천고-두산-상무
19,30,김정우,두산,투수,5/15/1999,"183cm, 87kg",소래초-동산중-동산고-SK-상무-SSG
0,125,김준상,두산,내야수,8/2/2004,"184cm, 75kg",상일초(부천원미리틀)-모가중-유신고-동의과학대
1,122,김지윤,두산,투수,1/13/2004,"183cm, 84kg",서흥초-인천신흥중-인천고-여주대
2,112,김태완,두산,투수,3/29/2005,"184cm, 87kg",문창초(금천구리틀)-강남중-선린인터넷고
3,63,김택연,두산,투수,6/3/2005,"181cm, 88kg",동막초-상인천중-인천고
4,121,김한중,두산,투수,11/3/2004,"183cm, 89kg",고명초-덕수중-경기상고-여주대
5,56,김호준,두산,투수,5/17/1998,"180cm, 82kg",원주일산초-성남성일중-안산공고
6,102,남호,두산,투수,7/20/2000,"185cm, 86kg",연천초-수원북중-유신고-LG
7,11,류현준,두산,포수,3/25/2005,"182cm, 92kg",문정초(송파구리틀)-배재중-장충고
8,14,박계범,두산,내야수,1/11/1996,"177cm, 84kg",순천북초-순천이수중-효천고-삼성-상무-삼성
9,123,박민제,두산,투수,10/20/2003,"190cm, 98kg",무거초-원동중-대구상원고-동원과학기술대
10,26,박민준,두산,포수,10/21/2002,"183cm, 95kg",아라초-마산동중-용마고-동강대
11,15,박성재,두산,포수,11/18/2002,"186cm, 98kg",가산초-개성중-부산고-두산-상무
12,49,박신지,두산,투수,7/16/1999,"185cm, 75kg",목암초(의정부리틀)-영동중-경기고-두산-상무
13,120,박연준,두산,투수,7/5/2000,"184cm, 94kg",석교초-세광중-세광고-강릉영동대
14,106,박웅,두산,투수,11/12/1997,"192cm, 103kg",북정초-원동중-경남고-강릉영동대
15,12,박정수,두산,투수,1/29/1996,"178cm, 74kg",서울청구초-서울이수중-야탑고-KIA-경찰-KIA-NC
16,52,박준순,두산,내야수,7/13/2006,"180cm, 80kg",배봉초(동대문구리틀)-청량중-덕수고
17,16,박준영,두산,내야수,8/5/1997,"180cm, 90kg",서울도곡초(남양주리틀)-잠신중-경기고-NC
18,4,박지호,두산,투수,7/2/2003,"181cm, 99kg",부성초(천안유소년리틀)-모가중-장안고-동강대
19,37,박지훈,두산,내야수,9/7/2000,"183cm, 80kg",김해삼성초-경남중-마산고
0,1,박치국,두산,투수,3/10/1998,"177cm, 78kg",인천숭의초-인천신흥중-제물포고
1,110,손율기,두산,외야수,6/11/2005,"180cm, 100kg",양덕초-마산동중-용마고
2,53,양석환,두산,내야수,7/15/1991,"185cm, 90kg",백운초-신일중-신일고-동국대-LG-상무-LG
3,25,양의지,두산,포수,6/5/1987,"180cm, 95kg",송정동초-무등중-진흥고-두산-경찰-두산-NC
4,115,양재훈,두산,투수,5/1/2003,"186cm, 89kg",부산수영초-사직중-개성고-동의과학대
5,100,양현진,두산,외야수,1/3/2002,"191cm, 86kg",길주초(안동시리틀)-포항중-영문고
6,5,여동건,두산,내야수,8/4/2005,"175cm, 75kg",가동초-자양중-서울고
7,118,연서준,두산,투수,4/13/2006,"185cm, 88kg",구리초-구리인창중-비봉고
8,6,오명진,두산,내야수,9/4/2001,"179cm, 79kg",대전신흥초-한밭중-세광고
9,65,윤태호,두산,투수,10/10/2003,"190cm, 88kg",상인천초-동인천중-인천고
10,7,이교훈,두산,투수,5/29/2000,"181cm, 83kg",구리초(남양주리틀)-청원중-서울고
11,107,이민석,두산,내야수,11/1/2001,"182cm, 88kg",강동초(해운대리틀)-센텀중-부산공고
12,29,이병헌,두산,투수,6/4/2003,"183cm, 95kg",역삼초-영동중-서울고
13,24,이선우,두산,내야수,4/4/2006,"182cm, 80kg",일산신일초(일산서구리틀)-충암중-충암고
14,55,이승진,두산,투수,1/7/1995,"186cm, 86kg",수원신곡초-매송중-야탑고-상무-SK
15,50,이영하,두산,투수,11/1/1997,"192cm, 91kg",영일초-강남중-선린인터넷고
16,13,이유찬,두산,내야수,8/5/1998,"175cm, 68kg",동막초-천안북중-북일고-두산-상무
17,43,이주엽,두산,투수,3/26/2001,"188cm, 90kg",서울이수초-성남중-성남고
18,3,임종성,두산,내야수,3/3/2005,"183cm, 90kg",본리초-대구중-경북고
19,44,장규빈,두산,포수,4/21/2001,"186cm, 98kg",갈산초-서울신월중-경기고
0,22,장승현,두산,포수,3/7/1994,"184cm, 86kg",인천서림초-동산중-제물포고-두산-경찰
1,39,잭로그,두산,투수,4/23/1996,"183cm, 84kg",미국 Archbishop Moeller(고)-미국 Kentucky(대)
2,9,전다민,두산,외야수,8/21/2001,"177cm, 75kg",길동초-청원중-강원설악고-강릉영동대
3,31,정수빈,두산,외야수,10/7/1990,"175cm, 70kg",수원신곡초-수원북중-유신고-두산-경찰
4,102,정은재,두산,투수,12/31/1991,"192cm, 92kg",화곡초-덕수중-선린인터넷고
5,101,제환유,두산,투수,9/30/2000,"183cm, 76kg",둔산초-공주중-공주고
6,51,조수행,두산,외야수,8/30/1993,"178cm, 73kg",노암초-경포중-강릉고-건국대-두산-상무
7,38,조제영,두산,투수,2/12/2001,"182cm, 89kg",양덕초-마산중-용마고
8,117,주양준,두산,외야수,4/9/2006,"188cm, 85kg",부산화정초(부산북구리틀)-개성중-경남고
9,103,천현재,두산,포수,7/5/1999,"183cm, 90kg",연제초(부산남구리틀)-신정중-부경고-성균관대
10,68,최민석,두산,투수,7/2/2006,"188cm, 84kg",중대초-양천중-서울고
11,109,최세창,두산,투수,6/1/2001,"187cm, 95kg",예원초-사직중-개성고
12,28,최승용,두산,투수,5/11/2001,"190cm, 87kg",양오초-모가중-소래고
13,108,최우인,두산,투수,8/9/2002,"191cm, 91kg",가동초-대치중-서울고
14,119,최우혁,두산,외야수,12/2/2005,"190cm, 90kg",신곡초-매향중-라온고
15,61,최원준,두산,투수,12/21/1994,"182cm, 91kg",수유초-신일중-신일고-동국대
16,40,최종인,두산,투수,5/1/2001,"185cm, 84kg",해강초-센텀중-부산고
17,41,최준호,두산,투수,6/3/2004,"188cm, 90kg",온양온천초-온양중-북일고
18,42,최지강,두산,투수,7/23/2001,"180cm, 88kg",광주서석초-광주동성중-광주동성고-강릉영동대
19,36,추재현,두산,외야수,2/22/1999,"178cm, 85kg",경수초(성동구리틀)-건대부중-신일고-히어로즈-키움-롯데-상무-롯데
0,8,케이브,두산,외야수,12/4/1992,"183cm, 90kg",미국 Kecoughtan(고)
1,57,콜어빈,두산,투수,1/31/1994,"193cm, 102kg",미국 Servite(고)-미국 Oregon(대)
2,114,한다현,두산,내야수,8/25/2006,"181cm, 85kg",백문초-구리인창중-라온고
3,17,홍건희,두산,투수,9/29/1992,"187cm, 97kg",화순초-화순중-화순고-KIA-상무-KIA
4,67,홍민규,두산,투수,9/11/2006,"183cm, 87kg",논현초(용산구리틀)-대원중-야탑고
5,34,홍성호,두산,외야수,7/15/1997,"187cm, 98kg",인헌초-선린중-선린인터넷고
6,58,황희천,두산,투수,11/6/2006,"190cm, 93kg",부산수영초-개성중-충암고
0,18,고명준,SSG,내야수,7/8/2002,"185cm, 94kg",서원초-세광중-세광고-SK
1,39,김건우,SSG,투수,7/12/2002,"185cm, 88kg",가현초(인천서구리틀)-동산중-제물포고-SK-SSG-상무
2,29,김광현,SSG,투수,7/22/1988,"188cm, 88kg",덕성초(안산리틀)-안산중앙중-안산공고-SK-세인트루이스
3,61,김규민,SSG,포수,8/23/2002,"180cm, 94kg",동수원초(수원영통구리틀)-매향중-공주고-여주대
4,41,김민,SSG,투수,4/14/1999,"185cm, 88kg",인천숭의초-평촌중-유신고-KT-상무-KT
5,24,김민식,SSG,포수,6/28/1989,"180cm, 80kg",양덕초-마산중-마산고-원광대-SK-상무-SK-KIA
6,56,김성민,SSG,내야수,4/30/2001,"184cm, 88kg",서울학동초-자양중-경기고-SK
7,6,김성현,SSG,내야수,3/9/1987,"172cm, 72kg",송정동초-충장중-광주제일고-SK-상무-SK
8,4,김수윤,SSG,내야수,7/16/1998,"180cm, 83kg",김해삼성초-개성중-부산고-NC
9,3,김준영,SSG,투수,11/18/2003,"178cm, 83kg",변동초(대전중구리틀)-충남중-세광고
10,5,김찬형,SSG,내야수,12/29/1997,"182cm, 83kg",양정초-경남중-경남고-NC-SSG-상무
11,64,김창평,SSG,외야수,6/14/2000,"185cm, 85kg",학강초-무등중-광주제일고-SK
12,36,김태윤,SSG,내야수,2/28/2003,"170cm, 65kg",창우초(하남시리틀)-배명중-배명고
13,43,김택형,SSG,투수,10/10/1996,"185cm, 90kg",창영초-재능중-동산고-히어로즈-SK-SSG-상무
14,95,김현재,SSG,투수,7/3/2006,"177cm, 78kg",대전새여울초(대전유성리틀)-한밭중-대전고
15,38,노경은,SSG,투수,3/11/1984,"187cm, 100kg",화곡초-성남중-성남고-두산-롯데
16,2,도재현,SSG,투수,3/8/2001,"193cm, 103kg",오산대원초(오산리틀)-율곡중-율곡고-사이버한국외대
17,45,류효승,SSG,외야수,7/16/1996,"190cm, 100kg",칠성초-경상중-대구상원고-성균관대-SK
18,42,문승원,SSG,투수,11/28/1989,"180cm, 88kg",가동초-배명중-배명고-고려대-SK-상무-SK
19,66,박기호,SSG,투수,7/26/2005,"184cm, 80kg",샛별초(청주시리틀)-현도중-청주고
0,12,박대온,SSG,포수,8/28/1995,"182cm, 85kg",서울도곡초-서울이수중-휘문고-NC
1,0,박성빈,SSG,투수,12/29/2003,"187cm, 92kg",서울도곡초(강남구리틀)-대치중-휘문고-사이버한국외대(얼리 드래프트)
2,2,박성한,SSG,내야수,3/30/1998,"180cm, 77kg",순천북초-여수중-효천고-SK-상무-SK
3,57,박시후,SSG,투수,5/10/2001,"182cm, 88kg",상인천초-상인천중-인천고-SK
4,58,박정빈,SSG,외야수,6/14/2002,"182cm, 80kg",효제초-청량중-경기고
5,50,박종훈,SSG,투수,8/13/1991,"186cm, 90kg",군산중앙초-군산중-군산상고-SK-상무-SK
6,1,박지환,SSG,내야수,7/12/2005,"183cm, 75kg",군산남초-군산중-세광고
7,11,백승건,SSG,투수,10/29/2000,"183cm, 85kg",동막초-상인천중-인천고-SK-상무
8,69,백준서,SSG,외야수,9/26/2005,"181cm, 89kg",불정초(분당구리틀)-대원중-덕수고
9,22,서진용,SSG,투수,10/2/1992,"184cm, 88kg",남부민초-대동중-경남고-상무-SK
10,52,석정우,SSG,내야수,1/20/1999,"180cm, 82kg",동일중앙초-경남중-경남고-연세대
11,28,송영진,SSG,투수,5/28/2004,"185cm, 90kg",대전유천초-한밭중-대전고
12,25,신범수,SSG,포수,1/25/1998,"177cm, 83kg",광주대성초-광주동성중-광주동성고-KIA
13,60,신지환,SSG,투수,4/17/2006,"180cm, 81kg",강남초-성남중-성남고
14,49,신헌민,SSG,투수,7/19/2002,"187cm, 88kg",학강초-광주동성중-광주동성고
15,10,안상현,SSG,내야수,1/27/1997,"178cm, 74kg",사파초-선린중-용마고-SK-상무
16,48,안현서,SSG,투수,10/16/2004,"185cm, 83kg",영일초-서울신월중-경기고
17,33,앤더슨,SSG,투수,3/22/1994,"194cm, 83kg",미국 Galena(고)
18,27,에레디아,SSG,외야수,1/31/1991,"178cm, 88kg",쿠바 Eide Luis Agusto Tursios Lima
19,37,오태곤,SSG,외야수,11/18/1991,"186cm, 88kg",쌍문초-신월중-청원고-롯데-경찰-롯데-KT-SK
0,16,이건욱,SSG,투수,2/13/1995,"182cm, 85kg",신도초-동산중-동산고-SK
1,96,이도우,SSG,투수,5/13/2006,"191cm, 96kg",길동초-배명중-서울컨벤션고
2,92,이로운,SSG,투수,9/11/2004,"185cm, 105kg",본리초-경복중-대구고
3,9,이승민,SSG,외야수,1/6/2005,"187cm, 90kg",서울도곡초-휘문중-휘문고
4,46,이승훈,SSG,투수,8/12/2004,"186cm, 81kg",서울학동초-건대부중-배재고
5,93,이원준,SSG,외야수,3/15/2006,"181cm, 95kg",양정초-부산중-부산고
6,32,이율예,SSG,포수,11/21/2006,"183cm, 90kg",중리초(함안리틀)-원동중-강릉고
7,31,이정범,SSG,외야수,4/10/1998,"178cm, 88kg",인천숭의초-동인천중-인천고
8,59,이지영,SSG,포수,2/27/1986,"177cm, 88kg",서화초-인천신흥중-제물포고-경성대-삼성-상무-삼성-키움
9,68,임근우,SSG,외야수,7/22/1999,"180cm, 88kg",서울도곡초-휘문중-휘문고-홍익대
10,63,임성준,SSG,투수,11/16/2001,"183cm, 93kg",덕현초(양주리틀)-춘천중-강릉고-강릉영동대
11,21,장지훈,SSG,투수,12/6/1998,"177cm, 78kg",김해삼성초-내동중-김해고-동의대-SK-SSG-상무
12,65,전영준,SSG,투수,4/16/2002,"190cm, 100kg",부곡초-휘문중-대구고-SSG-상무
13,51,정동윤,SSG,투수,10/22/1997,"193cm, 103kg",덕성초(안산리틀)-중앙중-야탑고-SK-상무-SK
14,3,정준재,SSG,내야수,1/3/2003,"165cm, 68kg",상인천초-동인천중-강릉고-동국대(얼리 드래프트)
15,47,정현승,SSG,외야수,10/24/2001,"180cm, 80kg",현산초-부천중-덕수고-인하대
16,19,조병현,SSG,투수,5/8/2002,"182cm, 90kg",온양온천초-온양중-세광고-SK-SSG-상무
17,98,조요한,SSG,투수,1/6/2000,"191cm, 102kg",광주화정초-충장중-광주제일고-동강대-SK-SSG-상무
18,20,조형우,SSG,포수,4/4/2002,"187cm, 95kg",송정동초-무등중-광주제일고-SK
19,15,채현우,SSG,외야수,11/21/1995,"182cm, 80kg",칠성초-경복중-대구상원고-송원대-SK
0,90,천범석,SSG,투수,3/6/2006,"183cm, 86kg",과천문원초(안양리틀)-수원북중-강릉고
1,30,최민준,SSG,투수,6/11/1999,"178cm, 83kg",부산수영초-경남중-경남고-SK-상무-SK
2,53,최민창,SSG,외야수,4/16/1996,"179cm, 76kg",강남초-선린중-신일고-LG
3,23,최상민,SSG,외야수,8/20/1999,"178cm, 75kg",석교초-청주중-북일고
4,62,최수호,SSG,투수,7/19/2000,"183cm, 78kg",봉천초-배명중-북일고-SK
5,94,최윤석,SSG,내야수,4/25/2006,"187cm, 93kg",진북초(전주시비전리틀)-전라중-전주고
6,14,최정,SSG,내야수,2/28/1987,"180cm, 90kg",대일초-평촌중-유신고-SK
7,7,최준우,SSG,내야수,3/25/1999,"176cm, 78kg",방배초-대치중-장충고-SK-상무
8,54,최지훈,SSG,외야수,7/23/1997,"178cm, 82kg",광주수창초-무등중-광주제일고-동국대-SK
9,40,최현석,SSG,투수,10/16/2003,"185cm, 90kg",서흥초-동산중-동산고-부산과학기술대
10,13,하재훈,SSG,외야수,10/29/1990,"182cm, 90kg",양덕초-마산동중-용마고-SK
11,34,한두솔,SSG,투수,1/15/1997,"177cm, 86kg",광주수창초-진흥중-광주제일고-일본 오사카 리세이샤 전문대학-KT
12,35,한유섬,SSG,외야수,8/9/1989,"190cm, 105kg",중앙초(해운대리틀)-대천중-경남고-경성대-SK-상무-SK
13,1,한지헌,SSG,투수,8/14/2004,"183cm, 86kg",길동초-건대부중-청원고-경희대(얼리 드래프트)
14,67,허진,SSG,내야수,6/16/2001,"175cm, 78kg",광주수창초-충장중-광주동성고-고려대
15,8,현원회,SSG,내야수,7/8/2001,"180cm, 95kg",가동초-경상중-대구고-SK
16,97,홍대인,SSG,내야수,11/23/2001,"174cm, 76kg",서원초-세광중-세광고-사이버한국외대(얼리 드래프트)
